年份,岗位代码,地区,部门名称,职位,学历,专业,招考人数,报考人数,分数线,最高分,城市
2015,80024,滁州,凤阳县公安局,人民警察2,本科,中国语言文学类、新闻传播学类,1,1,43,70,平市
2015,80025,滁州,凤阳县公安局,人民警察3,本科,经济学类、工商管理类,1,51,53,64,斌市
2014,80026,滁州,天长市公安局,网络安全管理★,本科,计算机类,1,1,89,81,香港市
2016,80027,滁州,天长市公安局,人民警察,本科,公安学类、法学类,2,21,35,67,西宁市
2017,80028,滁州,明光市公安局,人民警察1,本科,公安学类、法学类,5,1,44,69,荣县
2014,80029,滁州,明光市公安局,人民警察2,本科,不限,3,114,56,63,上海市
2018,80030,滁州,滁州市司法局,综合文字,本科,中国语言文学类、新闻传播学类,1,188,70,72,石家庄县
2021,80031,滁州,滁州市发展和改革委员会,项目管理,研究生,岩土工程（二级学科）、化学工程（二级学科）、化学工艺（二级学科）,4,150,93,80,张家港县
2019,80032,滁州,滁州市自然资源和规划局南谯分局,自然资源管理,本科,土地资源管理专业、地理信息科学专业、地理国情监测专业、地理空间信息工程专业,1,160,64,75,平市
2022,80033,滁州,滁州市琅琊区生态环境分局,环境保护,本科,法学类,1,1,67,73,郑州县
2014,80034,滁州,中新苏滁高新技术产业开发区管理委员会,规划管理,本科,城乡规划专业、建筑学专业、风景园林专业,2,46,93,78,佛山县
2015,80035,滁州,滁州市地震局,震灾防治,本科,地球物理学类、地理科学类、土木工程专业,1,94,69,72,海燕市
2017,80036,滁州,琅琊区司法局,行政复议,本科,法学类,3,1,56,68,石家庄县
2018,80037,滁州,琅琊区司法局,司法助理员,本科,法学类,1,1,74,62,荣县
2022,80038,滁州,琅琊区残疾人联合会,服务保障,本科,不限,3,50,85,73,海口市
2018,80039,滁州,琅琊区机关事务管理服务中心,机关事务管理,本科,机械类、电气类,4,60,89,74,娟县
2018,80040,滁州,南谯区司法局,行政复议,本科,法学类,1,4,47,73,潜江县
2022,80041,滁州,南谯区司法局,司法助理员,本科,法学类,1,25,49,72,海口市
2021,80042,滁州,来安县纪委监委派驻机构,监督执纪1,本科,法学类,1,6,69,75,齐齐哈尔市
2021,80043,滁州,来安县纪委监委派驻机构,监督执纪2,本科,财务管理专业、会计学专业、审计学专业,3,19,53,76,海口市
2018,80044,滁州,来安县纪委监委派驻机构,监督执纪3,本科,不限,4,8,59,72,辛集市
2019,80045,滁州,来安县委统战部,办公室综合,本科,不限,3,3,80,75,娟县
2019,80046,滁州,来安县教育体育局,机关综合,本科,不限,1,16,83,74,杰市
2016,80047,滁州,来安县财政局,财政管理,本科,财政学类、会计学专业、财务管理专业、金融学专业,5,240,81,73,宇县
2018,80048,滁州,来安县文化和旅游局,机关综合,本科,不限,1,51,66,65,郑州市
2016,80049,滁州,来安县卫生健康委员会,医政医管,本科,临床医学专业、预防医学专业、食品卫生与营养学专业、中西医临床医学专业,4,101,80,75,荣县
2022,80050,滁州,来安县市场监督管理局,基层市场执法,本科,化工与制药类、药学类、生物工程类,4,37,62,75,上海市
2020,80051,滁州,来安县司法局,行政复议,本科,法学类,4,102,43,68,潜江县
2014,80052,滁州,来安县司法局,司法助理员,本科,法学专业、司法警察学专业、社区矫正专业,1,74,55,69,杰市
2019,80053,滁州,来安县供销合作社联合社,供销业务,本科,经济学类、金融学类、经济与贸易类,1,61,71,79,秀芳县
2016,80054,滁州,来安县乡镇,经济管理,本科,经济学类、金融学类、经济与贸易类,4,34,54,76,丹丹市
2019,80055,滁州,来安县乡镇,综合文字,本科,中国语言文学类、新闻传播学类,1,1,53,75,俊市
2018,80056,滁州,来安县乡镇,社会事务管理1,本科,不限,2,113,78,64,上海市
2020,80057,滁州,来安县乡镇,社会事务管理2,专科,不限,4,220,85,75,丹丹市
2020,80058,滁州,来安县乡镇,镇村建设管理1,本科,建筑类、土木类、水利类、农业工程类,2,1,61,68,杰市
2014,80059,滁州,来安县乡镇,镇村建设管理2,本科,建筑类、土木类、植物生产类,3,15,81,67,潜江县
2013,80060,滁州,全椒县纪委监委,纪检监察,本科,法学类、审计学专业、财务管理专业,3,30,81,70,平市
2015,80061,滁州,全椒县委机构编制委员会办公室,信息管理,本科,计算机类、法学专业,4,158,59,72,瑜市
2020,80062,滁州,全椒县民政局,民政事务管理,本科,社会学类、健康服务与管理专业、养老服务管理专业,4,58,61,75,娟县
2020,80063,滁州,全椒县司法局,司法助理员1,本科,法学类,2,89,45,63,上海市
2013,80064,滁州,全椒县司法局,司法助理员2,本科,法学类,3,12,60,68,北镇市
2020,80065,滁州,全椒县司法局,司法行政,本科,不限,1,12,51,68,芳县
2018,80066,滁州,全椒县财政局,财政管理,本科,财政学类、金融学类、会计学专业、财务管理专业、审计学专业,1,199,77,72,嘉禾市
2019,80067,滁州,全椒县财政局,项目审核,本科,工程造价专业、工程审计专业、土木工程专业、给排水科学与工程专业、道路桥梁与渡河工程专业、水利水电工程专业、交通工程专业,3,16,86,76,娟县
2016,80068,滁州,全椒县住房和城乡建设局,城建工程管理,本科,土木类,1,76,57,71,张家港县
2018,80069,滁州,全椒县交通运输局,交通工程管理,本科,交通运输专业、交通工程专业、道路桥梁与渡河工程专业,1,109,76,73,瑜市
2013,80070,滁州,全椒县农业农村局,机关综合,本科,不限,3,57,61,70,海口市
2020,80071,滁州,全椒县农业农村局,三农服务,本科,植物生产类、动物生产类、自然保护与环境生态类,1,47,89,73,丽市
2015,80072,滁州,全椒县市场监督管理局,基层市场执法1,本科,食品科学与工程类、药学类,1,1,66,69,平市
2018,80073,滁州,全椒县市场监督管理局,基层市场执法2,本科,食品科学与工程类、化工与制药类、药学类,1,1,80,68,嘉禾市
2018,80074,滁州,全椒县市场监督管理局,基层市场执法3,本科,机械类、法学类,1,64,81,71,宇县
2015,80075,滁州,全椒县统计局,统计,本科,统计学类、会计学专业、财务管理专业,1,7,59,74,郑州县
2019,80076,滁州,全椒县乡镇,镇村建设管理1,本科,不限,4,43,71,80,张家港县
2016,80077,滁州,全椒县乡镇,镇村建设管理2,专科,不限,5,424,73,83,志强县
2020,80078,滁州,全椒县乡镇,镇村建设管理3,本科,土木类、建筑类,4,81,75,80,畅县
2015,80079,滁州,全椒县乡镇,农业经济管理,本科,农业经济管理类、水产类,1,1,52,70,秀芳县
2014,80080,滁州,全椒县乡镇,农业管理,本科,植物生产类、林学类,1,90,80,69,佛山县
2022,80081,滁州,全椒县乡镇,农业工程管理,本科,农业工程类、土木类,3,1,57,72,武汉县
2022,80082,滁州,全椒县乡镇,项目建设管理,本科,管理科学与工程类,1,1,67,79,武汉县
2017,80083,滁州,全椒县乡镇,生态环境保护,本科,环境科学与工程类,2,16,74,75,宇县
2017,80084,滁州,全椒县乡镇,水利建设管理,本科,水利类、环境科学与工程类,3,93,82,73,瑜市
2021,80085,滁州,定远县委机构编制委员会办公室,编制管理,本科,信息管理与信息系统专业、信息资源管理专业、统计学专业,1,1,75,75,斌市
2018,80086,滁州,定远县教育体育局,教育管理,本科,公共事业管理专业、行政管理专业、人力资源管理专业,1,81,64,74,福州市
2015,80087,滁州,定远县教育体育局,机关综合,本科,不限,1,1,66,65,海燕市
2022,80088,滁州,定远县自然资源和规划局,自然资源管理,本科,地质工程专业、土地资源管理专业、人文地理与城乡规划专业,1,1,83,77,杰市
2018,80089,滁州,定远县交通运输局,交通工程管理,本科,交通工程专业、道路桥梁与渡河工程专业、工程管理专业,1,78,57,65,巢湖市
2018,80090,滁州,定远县交通运输局,财务管理,本科,财务管理专业、财政学专业、会计学专业、审计学专业,2,4,63,65,齐齐哈尔县
2017,80091,滁州,定远县农业农村局,农业工程管理,本科,农业工程类,4,1,63,68,琳市
2014,80092,滁州,定远县文化和旅游局,旅游管理,本科,旅游管理类、公共管理类,1,36,63,74,杰市
2014,80093,滁州,定远县应急管理局,安全监管,本科,化工与制药类、化学类,2,42,73,77,武汉县
2019,80094,滁州,定远县市场监督管理局,基层市场执法1,本科,食品科学与工程类、药学类、机械类、法学类,2,8,62,73,南京市
2016,80095,滁州,定远县市场监督管理局,基层市场执法2,本科,不限,2,1,68,67,海口市
2014,80096,滁州,定远县统计局,统计,本科,统计学类、经济学类、经济与贸易类,1,103,87,76,平市
2015,80097,滁州,定远县乡村振兴局,农业经济管理,本科,农业经济管理类、金融学专业,1,50,82,71,哈尔滨县
2018,80098,滁州,定远县乡镇,三农服务1,专科,不限,2,364,76,79,哈尔滨县
2017,80099,滁州,定远县乡镇,三农服务2,本科,不限,2,101,67,76,张家港县
2021,80100,滁州,定远县乡镇,社会事务管理1,本科,不限,2,76,83,79,辛集市
2019,80101,滁州,定远县乡镇,社会事务管理2,专科,不限,1,239,71,71,佛山县
2013,80102,滁州,定远县乡镇,组织人事管理,本科,不限,4,1,80,77,斌市
2020,80103,滁州,定远县乡镇,农业经济管理,本科,农业经济管理类、农业工程类、植物生产类,5,86,70,63,上海市
2013,80104,滁州,定远县乡镇,文化旅游管理,本科,旅游管理类、地理科学类,2,1,54,73,佛山县
2021,80105,滁州,定远县乡镇,镇村建设管理1,本科,经济学类、环境科学与工程类,3,1,66,75,芳县
2013,80106,滁州,定远县乡镇,镇村建设管理2,本科,水利类、安全科学与工程类,1,1,71,73,南京市
2013,80107,滁州,定远县乡镇,镇村建设管理3,本科,工业工程类、电子商务类、物流管理与工程类,1,34,69,78,丽市
2020,80108,滁州,定远县乡镇,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1,29,73,61,潜江县
2018,80109,滁州,凤阳县委办公室,综合文字,本科,中国语言文学类、法学类、历史学类,1,9,61,77,嘉禾市
2017,80110,滁州,凤阳县纪委监委,监督执纪1,本科,计算机科学与技术专业、网络工程专业、信息安全专业、电子与计算机工程专业,1,45,89,73,北镇市
2022,80111,滁州,凤阳县纪委监委,监督执纪2,本科,法学类,1,75,69,72,芳县
2017,80112,滁州,凤阳县纪委监委,监督执纪3,本科,法学类,3,10,84,73,杰市
2021,80113,滁州,凤阳县纪委监委,监督执纪4,本科,审计学专业、财务管理专业、会计学专业,3,130,82,73,哈尔滨县
2016,80114,滁州,凤阳县司法局,司法助理员,本科,法学类,4,1,81,64,宁德县
2014,80115,滁州,凤阳县人民政府办公室,综合文字,本科,中国语言文学类、经济学类,2,1,54,78,琳市
2016,80116,滁州,凤阳县财政局,财政管理,本科,财政学类,4,1,92,77,辛集市
2017,80117,滁州,凤阳县财政局,金融管理,本科,金融学类,4,20,88,71,郑州县
2021,80118,滁州,凤阳县经济和信息化局,信息化建设,本科,电子信息类,2,1,53,78,福州市
2022,80119,滁州,凤阳县经济和信息化局,产业管理,本科,材料类,1,24,59,77,武汉县
2021,80120,滁州,凤阳县教育体育局,工程管理,本科,工程管理专业、工程造价专业、工程审计专业、土木工程专业,1,1,74,69,张家港县
2019,80121,滁州,凤阳县交通运输局,政策法规,本科,法学类,2,85,69,62,瑜市
2015,80122,滁州,凤阳县交通运输局,财务管理,本科,会计学专业、财务管理专业、审计学专业,1,54,69,77,宇县
2020,80123,滁州,凤阳县农业农村局,三农服务,本科,植物生产类、动物生产类、农业工程类,3,75,64,81,齐齐哈尔县
2022,80124,滁州,凤阳县文化和旅游局,旅游管理,本科,旅游管理类,1,113,78,77,佛山县
2014,80125,滁州,凤阳县文化和旅游局,财务管理,本科,会计学专业、财务管理专业、审计学专业,1,60,60,75,杰市
2017,80126,滁州,凤阳县文化和旅游局,项目管理,本科,土木类,3,134,77,72,畅县
2020,80127,滁州,凤阳县卫生健康委员会,卫生健康管理1,本科,公共卫生与预防医学类,4,1,71,73,畅县
2019,80128,滁州,凤阳县卫生健康委员会,卫生健康管理2,本科,公共管理类,2,49,91,71,佛山县
2019,80129,滁州,凤阳县市场监督管理局,基层市场执法1,本科,法学类,1,26,70,64,武汉县
2016,80130,滁州,凤阳县市场监督管理局,基层市场执法2,本科,食品科学与工程类、药学类、化工与制药类,2,40,49,73,武汉县
2017,80131,滁州,凤阳县市场监督管理局,基层市场执法3,本科,机械类,1,88,68,68,荣县
2017,80132,滁州,凤阳县统计局,统计,本科,统计学类、经济学类,1,38,63,78,石家庄县
2014,80133,滁州,凤阳县医疗保障局,办公室综合,本科,不限,3,42,57,78,哈尔滨市
2017,80134,滁州,凤阳县投资促进局,招商引资,本科,经济学类、统计学类,2,1,65,74,佛山县
2016,80135,滁州,凤阳县投资促进局,项目推进,本科,金融学类,2,80,79,66,巢湖市
2018,80136,滁州,安徽凤阳经济开发区管理委员会,项目管理,本科,建筑类,1,82,70,73,武汉县
2017,80137,滁州,凤阳县乡镇（街道）,社会事务管理1,本科,不限,4,60,58,72,上海县
2022,80138,滁州,凤阳县乡镇,社会事务管理2,本科,不限,3,134,67,76,巢湖市
2018,80139,滁州,凤阳县乡镇,办公室综合,专科,不限,7,521,72,71,芳县
2015,80140,滁州,凤阳县乡镇,镇村建设管理,本科,建筑类、土木类、农业工程类、农业经济管理类、植物生产类,3,92,45,69,娟县
2018,80141,滁州,凤阳县乡镇,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1,71,43,65,齐齐哈尔县
2021,80142,滁州,天长市纪委监委派驻机构,监督执纪,本科,法学类,1,1,57,76,海燕市
2022,80143,滁州,天长市教育体育局,信息化管理,本科,计算机类,3,1,80,73,石家庄县
