id,年份,岗位代码,地区,部门名称,职位,学历,专业,招考人数,报考人数,分数线,最高分
56554,2014,170050,黄山,黄山区乡镇,村镇建设管理,专科,不限,1.0,134.0,75.0,73.0
56555,2016,170051,黄山,徽州区档案馆,档案管理,本科,不限,1.0,5.0,56.0,67.0
56556,2021,170052,黄山,徽州区残疾人联合会,机关综合,本科,不限,4.0,29.0,65.0,83.0
56557,2014,170053,黄山,徽州区司法局,司法助理员,本科,法学类（不含特设专业）,2.0,66.0,50.0,71.0
56558,2016,170054,黄山,徽州区司法局,司法助理员,本科,法学类（不含特设专业）,1.0,8.0,47.0,58.0
56559,2016,170055,黄山,徽州区农业产业发展中心,农业管理,本科,农学专业、园艺专业、茶学专业、农药化肥专业、农林经济管理专业、农村区域发展专业,1.0,78.0,56.0,73.0
56560,2015,170056,黄山,徽州区农业产业发展中心,农业管理,本科,不限,1.0,1.0,65.0,74.0
56561,2020,170057,黄山,徽州区机关事务管理中心,机关事务,本科,中国语言文学类、财政学类、建筑类、法学类、图书情报与档案管理类、计算机科学与技术专业、会计学专业,3.0,21.0,74.0,73.0
56562,2017,170058,黄山,徽州区房地产事务中心,房地产事务管理,本科,管理科学与工程类、工商管理类,1.0,150.0,70.0,72.0
56563,2013,170059,黄山,安徽黄山徽州经济开发区管理委员会,园区企业管理,本科,化工与制药类、材料类、环境科学与工程专业,1.0,1.0,63.0,75.0
56564,2022,170060,黄山,安徽黄山徽州经济开发区管理委员会,园区企业管理,本科,化工与制药类、材料类、环境科学与工程专业,1.0,1.0,78.0,70.0
56565,2017,170061,黄山,徽州区乡镇,人武专干,专科,人民武装专业（退役军人报考可不限专业）,3.0,1.0,74.0,60.0
56566,2014,170062,黄山,徽州区乡镇,机关综合,本科,不限,1.0,1.0,80.0,73.0
56567,2021,170063,黄山,徽州区乡镇,组织人事管理,本科,不限,1.0,124.0,56.0,73.0
56568,2018,170064,黄山,徽州区乡镇,村镇建设管理,本科,土木类、建筑类、管理科学与工程类,1.0,55.0,77.0,70.0
56569,2015,170065,黄山,徽州区乡镇,机关综合,专科,不限,4.0,1.0,61.0,70.0
56570,2021,170066,黄山,徽州区乡镇,机关综合,专科,不限,3.0,9.0,62.0,69.0
56571,2021,170067,黄山,中共歙县县委宣传部,政策宣传研究,本科,中国语言文学类、思想政治教育专业,1.0,1.0,49.0,78.0
56572,2021,170068,黄山,中共歙县县委统一战线工作部,侨务事务管理,本科,中国语言文学类、英语专业,4.0,1.0,68.0,77.0
56573,2013,170069,黄山,歙县审计局,审计,本科,会计学专业、财务管理专业、审计学专业、土木工程专业、工程造价专业,1.0,54.0,70.0,69.0
56574,2019,170070,黄山,歙县科技商务经济信息化局,经济分析,本科,经济学类,1.0,110.0,67.0,74.0
56575,2014,170071,黄山,歙县文化旅游体育局,机关综合,本科,不限,2.0,1.0,73.0,60.0
56576,2017,170072,黄山,歙县文化旅游体育局,旅游管理,本科,旅游管理类、市场营销专业、网络与新媒体专业,2.0,86.0,81.0,73.0
56577,2017,170073,黄山,歙县人力资源和社会保障局,机关综合,本科,不限,3.0,150.0,66.0,76.0
56578,2022,170074,黄山,歙县卫生健康委员会,医政卫生管理,本科,公共卫生与预防医学类、中医学类、临床医学类、护理学类,5.0,86.0,84.0,71.0
56579,2022,170075,黄山,歙县司法局,司法助理员,本科,法学类,1.0,8.0,50.0,68.0
56580,2016,170076,黄山,歙县应急管理局,应急管理,本科,机械类,1.0,1.0,75.0,75.0
56581,2022,170077,黄山,歙县林业局,机关综合,本科,中国语言文学类,1.0,75.0,82.0,76.0
56582,2022,170078,黄山,歙县财政局,财务管理,本科,财政学专业、经济学专业、经济统计学专业、会计学专业、财务管理专业、审计学专业,3.0,61.0,47.0,75.0
56583,2018,170079,黄山,歙县市场监督管理局,市场监管,本科,不限,2.0,1.0,64.0,66.0
56584,2013,170080,黄山,歙县市场监督管理局,市场监管,本科,不限,7.0,66.0,66.0,76.0
56585,2020,170081,黄山,歙县市场监督管理局,市场监管,本科,不限,6.0,62.0,89.0,74.0
56586,2017,170082,黄山,歙县教育局,教育行政管理,本科,不限,3.0,85.0,72.0,72.0
56587,2019,170083,黄山,歙县住房和城乡建设局,机关综合,本科,汉语言文学专业、汉语言专业、秘书学专业、新闻学专业、行政管理专业,4.0,1.0,84.0,75.0
56588,2021,170084,黄山,歙县住房和城乡建设局,工程管理,本科,土木类、建筑类,4.0,1.0,86.0,74.0
56589,2020,170085,黄山,歙县自然资源和规划局,城乡规划建设,本科,城乡规划专业、建筑学专业、风景园林专业、计算机科学与技术专业、网络工程专业、信息安全专业,4.0,110.0,81.0,73.0
56590,2014,170086,黄山,歙县自然资源和规划局,机关综合,本科,中国语言文学类,1.0,46.0,58.0,75.0
56591,2021,170087,黄山,歙县财政局县国库支付中心,财务管理,本科,财政学专业、经济学专业、经济统计学专业、会计学专业、财务管理专业、审计学专业,1.0,64.0,69.0,64.0
56592,2015,170088,黄山,歙县财政局县国库支付中心,财务管理,本科,不限,2.0,1.0,72.0,73.0
56593,2022,170089,黄山,歙县乡镇,财政管理,本科,经济学门类、会计学专业、财务管理专业、审计学专业,5.0,1.0,56.0,71.0
56594,2015,170090,黄山,歙县乡镇,财政管理,专科,经济学门类、会计学专业、财务管理专业、审计学专业,5.0,152.0,61.0,77.0
56595,2019,170091,黄山,歙县乡镇,乡镇规划,本科,建筑类（不含特设专业）、人文地理与城乡规划专业、土木工程专业,2.0,74.0,69.0,74.0
56596,2021,170092,黄山,歙县乡镇,综合文字,本科,中国语言文学类、新闻传播学类、法学专业,5.0,92.0,72.0,68.0
56597,2018,170093,黄山,歙县乡镇,乡镇事务管理,专科,不限,4.0,255.0,61.0,75.0
56598,2022,170094,黄山,歙县乡镇,乡镇事务管理,专科,不限,7.0,165.0,73.0,72.0
56599,2013,170095,黄山,歙县乡镇,乡镇事务管理,专科,不限,6.0,77.0,59.0,72.0
56600,2020,170096,黄山,歙县乡镇,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1.0,1.0,65.0,69.0
56601,2019,170097,黄山,休宁县科技商务经济信息化局,机关综合,本科,电子信息类、经济学类、经济与贸易类,1.0,65.0,61.0,76.0
56602,2016,170098,黄山,休宁县司法局,司法助理员,本科,法学类（不含特设专业）,1.0,1.0,79.0,65.0
56603,2016,170099,黄山,休宁县司法局,司法助理员,本科,法学类（不含特设专业）,1.0,1.0,50.0,56.0
56604,2020,170100,黄山,休宁县住房和城乡建设局,项目建设管理,本科,土木类、建筑类、管理科学与工程类,1.0,1.0,56.0,76.0
56605,2017,170101,黄山,休宁县市场监督管理局,市场监管,本科,食品科学与工程类（不含特设专业）、化工与制药类（不含特设专业）、法学类、电子商务类、药学类、工商管理类,3.0,100.0,62.0,77.0
56606,2017,170102,黄山,休宁县林业局,林业管理,本科,法学类（不含特设专业）、汉语言文学专业、秘书学专业,1.0,1.0,80.0,69.0
56607,2018,170103,黄山,休宁县残疾人联合会,机关综合,本科,不限,4.0,2.0,79.0,72.0
56608,2022,170104,黄山,休宁县供销合作社,机关综合,本科,不限,1.0,74.0,83.0,63.0
56609,2018,170105,黄山,齐云山风景名胜区管理委员会,项目建设管理,本科,土木类、建筑类、管理科学与工程类（不含特设专业）,3.0,1.0,52.0,78.0
56610,2013,170106,黄山,齐云山风景名胜区管理委员会,机关综合,专科,不限,1.0,1.0,51.0,64.0
56611,2022,170107,黄山,休宁县农业农村水利局县茶产业发展中心,茶产业管理,本科,植物生产类,1.0,95.0,58.0,68.0
56612,2014,170108,黄山,休宁县农业农村水利局县农业机械事务中心,农机管理,本科,机械类、农业工程类、电气类,1.0,112.0,83.0,72.0
56613,2014,170109,黄山,休宁县农业农村水利局县畜牧兽医事务中心,畜牧兽医管理,本科,动物医学类（不含特设专业）、动物科学专业,1.0,1.0,71.0,74.0
56614,2017,170110,黄山,休宁县文化旅游体育局县文化市场综合执法大队,旅游市场执法,本科,旅游管理类,3.0,39.0,68.0,71.0
56615,2017,170111,黄山,休宁县乡镇财政所,财务管理,本科,财政学类、金融学类、财务管理专业、会计学专业,6.0,65.0,45.0,70.0
56616,2021,170112,黄山,休宁县乡镇财政所,财务管理,本科,财政学类、金融学类、财务管理专业、会计学专业,2.0,33.0,68.0,70.0
56617,2016,170113,黄山,休宁县乡镇财政所,财务管理,本科,财政学类、金融学类、财务管理专业、会计学专业,1.0,1.0,75.0,69.0
56618,2014,170114,黄山,休宁县乡镇,乡镇事务管理,专科,不限,1.0,109.0,47.0,60.0
56619,2021,170115,黄山,休宁县乡镇,乡镇事务管理,本科,不限,2.0,181.0,67.0,73.0
56620,2013,170116,黄山,休宁县乡镇,项目建设管理,专科,土木类、建筑类、水利类、管理科学与工程类（不含特设专业）,2.0,10.0,86.0,63.0
56621,2013,170117,黄山,休宁县乡镇,项目建设管理,本科,土木类、建筑类、水利类、管理科学与工程类（不含特设专业）,5.0,1.0,68.0,74.0
56622,2018,170118,黄山,休宁县乡镇,综合文字,本科,中国语言文学类、新闻传播学类,1.0,24.0,81.0,78.0
56623,2017,170119,黄山,休宁县乡镇,综合文字,专科,中国语言文学类、新闻传播学类,1.0,1.0,56.0,74.0
56624,2019,170120,黄山,休宁县乡镇,乡镇事务管理,专科,不限,1.0,191.0,66.0,72.0
56625,2022,170121,黄山,休宁县乡镇,乡镇事务管理,本科,公共管理类、汉语言文学专业、汉语言专业、秘书学专业,1.0,63.0,56.0,65.0
56626,2018,170122,黄山,休宁县乡镇,乡镇事务管理,专科,不限,5.0,16.0,50.0,75.0
56627,2019,170123,黄山,休宁县乡镇,人武专干,专科,不限,4.0,1.0,37.0,58.0
56628,2021,170124,黄山,休宁县乡镇,乡镇事务管理,本科,电子信息类、计算机类、法学类,1.0,1.0,73.0,77.0
56629,2019,170125,黄山,中共黟县纪律检查委员会黟县监察委员会机关,纪检监察,本科,会计学专业、审计学专业、法学专业,1.0,1.0,63.0,72.0
56630,2014,170126,黄山,中共黟县县委党史和地方志研究室,宣传教育,本科,不限,2.0,28.0,79.0,73.0
56631,2016,170127,黄山,黟县档案馆,档案管理,本科,不限,2.0,21.0,64.0,66.0
56632,2018,170128,黄山,黟县人民政府办公室,公文管理,本科,不限,1.0,1.0,87.0,66.0
56633,2014,170129,黄山,黟县发展和改革委员会,经济管理,本科,经济学类、财政学类、金融学类,4.0,1.0,55.0,73.0
56634,2019,170130,黄山,黟县财政局,财政管理,本科,经济与贸易类、经济学专业、财政学专业、金融学专业、金融工程专业、互联网金融专业、会计学专业、财务管理专业、审计学专业,1.0,3.0,85.0,70.0
56635,2013,170131,黄山,黟县人力资源和社会保障局,人力资源管理,本科,经济学类、工商管理类、公共管理类,1.0,99.0,92.0,76.0
56636,2020,170132,黄山,黟县自然资源和规划局,城乡规划,本科,测绘工程专业、建筑学专业、城乡规划专业、风景园林专业、土地资源管理专业、环境工程专业,1.0,125.0,58.0,72.0
56637,2017,170133,黄山,黟县卫生健康委员会,公共卫生管理,本科,公共管理类、公共卫生与预防医学类,2.0,1.0,77.0,73.0
56638,2021,170134,黄山,黟县审计局,审计,本科,会计学专业、财务管理专业、审计学专业、金融学专业、数据科学与大数据技术专业,1.0,78.0,75.0,76.0
56639,2018,170135,黄山,黟县市场监督管理局,市场监管,本科,食品科学与工程专业、食品质量与安全专业、质量管理工程专业、基础医学专业、药学专业、药物制剂专业、生物工程专业、生物技术专业、知识产权专业,3.0,129.0,63.0,66.0
56640,2021,170136,黄山,黟县林业局,监督管理,本科,法学类、林学类,1.0,82.0,60.0,69.0
56641,2020,170137,黄山,黟县财政局县非税收入征收管理局,非税征管,本科,经济与贸易类、经济学专业、财政学专业、金融学专业、金融工程专业、互联网金融专业、会计学专业、财务管理专业、审计学专业,1.0,1.0,64.0,78.0
56642,2014,170138,黄山,黟县供销合作社联合社,供销管理,专科,不限,1.0,1.0,38.0,61.0
56643,2014,170139,黄山,黟县残疾人联合会,助残服务,专科,不限,3.0,1.0,48.0,65.0
56644,2017,170140,黄山,黟县乡镇,乡村建设,本科,文学门类、工学门类、理学门类、管理学门类,6.0,154.0,62.0,74.0
56645,2017,170141,黄山,黟县乡镇,乡村建设,专科,不限,2.0,1.0,47.0,65.0
56646,2016,170142,黄山,黟县乡镇,乡村建设,专科,不限,5.0,39.0,69.0,72.0
56647,2018,170143,黄山,黟县乡镇,人武专干,专科,人民武装专业（退役军人报考可不限专业）,2.0,3.0,81.0,58.0
56648,2019,170144,黄山,中共祁门县纪律检查委员会祁门县监察委员会机关,纪检监察,本科,法学类（不含特设专业）,1.0,96.0,59.0,72.0
56649,2014,170145,黄山,中共祁门县纪律检查委员会祁门县监察委员会机关,纪检监察,本科,会计学专业、审计学专业、财务管理专业、财政学专业,1.0,87.0,49.0,69.0
56650,2016,170146,黄山,祁门县教育局,机关综合,本科,不限,4.0,62.0,49.0,72.0
56651,2017,170147,黄山,祁门县人力资源和社会保障局,人社管理,本科,人力资源管理专业、劳动与社会保障专业、劳动关系专业、信息管理与信息系统专业,4.0,1.0,78.0,71.0
56652,2013,170148,黄山,祁门县人力资源和社会保障局,综合文字,本科,中国语言文学类,1.0,41.0,56.0,69.0
56653,2015,170149,黄山,祁门县农业农村水利局,农业管理,本科,管理科学与工程类,1.0,1.0,56.0,69.0
56654,2014,170150,黄山,祁门县农业农村水利局,农业水利,本科,水利类,1.0,83.0,74.0,68.0
56655,2018,170151,黄山,祁门县农业农村水利局,规划建设,专科,土木类,1.0,1.0,64.0,78.0
56656,2013,170152,黄山,祁门县自然资源和规划局,规划建设,本科,测绘类、土木工程专业,1.0,92.0,58.0,67.0
56657,2022,170153,黄山,祁门县卫生健康委员会,机关综合,本科,不限,1.0,52.0,67.0,67.0
56658,2019,170154,黄山,祁门县卫生健康委员会,财务管理,本科,财政学类、会计学专业、财务管理专业、审计学专业、财务会计教育专业,1.0,1.0,53.0,71.0
56659,2018,170155,黄山,祁门县林业局,林业管理,本科,林学类,1.0,26.0,45.0,71.0
56660,2018,170156,黄山,祁门县市场监督管理局,市场监管,本科,法学类,2.0,1.0,69.0,61.0
56661,2019,170157,黄山,祁门县市场监督管理局,市场监管,本科,不限,3.0,53.0,78.0,77.0
56662,2013,170158,黄山,祁门县市场监督管理局,市场监管,本科,不限,1.0,1.0,37.0,62.0
56663,2022,170159,黄山,祁门县司法局,司法助理员,本科,法学类,5.0,33.0,47.0,73.0
56664,2019,170160,黄山,祁门县司法局,司法助理员,本科,中国语言文学类,1.0,92.0,47.0,74.0
56665,2019,170161,黄山,祁门县乡镇,机关综合,专科,不限,2.0,202.0,59.0,79.0
56666,2013,170162,黄山,祁门县乡镇,机关综合,专科,不限,4.0,88.0,29.0,69.0
56667,2015,170163,黄山,祁门县乡镇,综合文字,专科,公共管理类、汉语言文学专业、汉语言专业、秘书学专业,3.0,73.0,77.0,71.0
56668,2018,170164,黄山,祁门县乡镇,财务管理,专科,财政学类、金融学类、会计学专业、审计学专业、财务管理专业,3.0,33.0,42.0,72.0
56669,2021,170165,黄山,祁门县乡镇,规划建设,本科,建筑类、土木类,4.0,1.0,64.0,76.0
56670,2021,170166,黄山,祁门县乡镇,经济管理,专科,经济与贸易类,4.0,1.0,76.0,67.0
56671,2021,170167,黄山,祁门县乡镇,农业管理,专科,植物生产类,2.0,99.0,57.0,70.0
56672,2020,170168,黄山,黄山市公安局,信息通信★,本科,电子信息类、计算机类,2.0,67.0,68.0,70.0
